Month,Fire Area (m2),Max Precipitation,Min Precipitation,Avg Precipitation,Max Temperature,Min Temperature,Avg Temperature,Max Soil Moisture,Min Soil Moisture,Avg Soil Moisture,Max Wind Speed,Min Wind Speed,Avg Wind Speed,Evergreen needleleaf forest,Evergreen broadleaf forest,Deciduous needleleaf forest,Deciduous broadleaf forest,Mixed forest,Wooded grassland,Other wooded land,Open shrubland,Savanna,Grassland,Permanent wetlands,Cropland,Urban and built-up,Cropland/natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,Water,Urban areas,"('Asteraceae',)","('Brassicaceae',)","('Hydropsychidae',)","('Salicaceae',)","('Rosaceae',)","('Fabaceae',)","('Caprifoliaceae',)","('Ranunculaceae',)","('Caryophyllaceae',)","('Aspleniaceae',)","('Apiaceae',)","('Rubiaceae',)","('Primulaceae',)","('Lecanoraceae',)","('Poaceae',)","('Campanulaceae',)","('Phylloscopidae',)","('Sylviidae',)","('Lamiaceae',)","('Boraginaceae',)","('Collemataceae',)","('Asparagaceae',)","('Parmeliaceae',)","('Scrophulariaceae',)","('Eumenidae',)","('Aegithalidae',)","('Amaranthaceae',)","('Salticidae',)","('Physciaceae',)","('Violaceae',)","('Zygaenidae',)","('Convolvulaceae',)","('Euscorpiidae',)","('Cyperaceae',)","('Equidae',)","('Buthidae',)","('Candelariaceae',)","('Acrocephalidae',)","('Amaryllidaceae',)","('Acarosporaceae',)","('Cettiidae',)","('Cistaceae',)","('Cladoniaceae',)","('Geraniaceae',)","('Placynthiaceae',)","('Plantaginaceae',)","('Papaveraceae',)","('Orchidaceae',)","('Liliaceae',)","('Linaceae',)","('Megachilidae',)","('Hypericaceae',)","('Lentibulariaceae',)","('Orobanchaceae',)","('Polygalaceae',)","('Ramalinaceae',)","('Psoraceae',)","('Saxifragaceae',)","('Uloboridae',)",Population,"('Erebidae',)","('Sphingidae',)","('Pyralidae',)","('Lasiocampidae',)","('Aeshnidae',)","('Lacertidae',)","('Empusidae',)","('Cheloniidae',)","('Platycnemididae',)","('Cupressaceae',)","('Crassulaceae',)","('Berberidaceae',)","('Juncaceae',)","('Fagaceae',)","('Colubridae',)","('Cystopteridaceae',)","('Dryopteridaceae',)","('Potamidae',)","('Rhamnaceae',)","('Plumbaginaceae',)","('Anacardiaceae',)","('Gekkonidae',)","('Ericaceae',)","('Euphorbiaceae',)","('Araceae',)","('Caliciaceae',)","('Grossulariaceae',)","('Peltigeraceae',)","('Malvaceae',)","('Mutillidae',)","('Polygonaceae',)","('Sapindaceae',)","('Sapygidae',)","('Thesiaceae',)","('Viscaceae',)","('Vitaceae',)","('Cyprinodontidae',)","('Mantidae',)","('Ascalaphidae',)","('Anobiidae',)","('Testudinidae',)","('Unknown',)","('Acrididae',)","('Crambidae',)","('Anguidae',)","('Lycosidae',)","('Dennstaedtiaceae',)","('Mustelidae',)","('Tetraodontidae',)","('Mycenaceae',)","('Tricholomataceae',)","('Tortricidae',)","('Depressariidae',)","('Geometridae',)","('Cossidae',)","('Notodontidae',)","('Psychidae',)","('Ixodidae',)","('Brachodidae',)","('Pisauridae',)","('Oecophoridae',)","('Nolidae',)","('Lamnidae',)","('Upupidae',)","('Clausiliidae',)","('Enidae',)","('Achatinidae',)","('Orculidae',)","('Chondrinidae',)","('Cochlostomatidae',)","('Haliplidae',)","('Cucurbitaceae',)","('Geomitridae',)","('Iridaceae',)","('Pyramidulidae',)","('Vitrinidae',)","('Leiodidae',)","('Rissoidae',)","('Mangeliidae',)","('Ranidae',)","('Selaginellaceae',)","('Cerithiidae',)","('Araneidae',)","('Julidae',)","('Glareolidae',)","('Nemopteridae',)","('Masaridae',)","('Gryllidae',)","('Helicidae',)","('Rissoellidae',)","('Psammophiidae',)","('Tamaricaceae',)","('Trigonidiidae',)","('Lepadellidae',)","('Asplanchnidae',)","('Testudinellidae',)","('Resedaceae',)","('Morchellaceae',)","('Salamandridae',)","('Psychomyiidae',)","('Philopotamidae',)","('Rhyacophilidae',)","('Certhiidae',)","('Calopterygidae',)","('Cicadidae',)","('Endomychidae',)","('Hydroptilidae',)","('Polyporaceae',)","('Haematommataceae',)","('Massalongiaceae',)","('Pannariaceae',)","('Sarcoscyphaceae',)","('Pinaceae',)","('Catillariaceae',)","('Apocynaceae',)","('Colchicaceae',)","('Crabronidae',)","('Biebersteiniaceae',)","('Cordulegastridae',)","('Pentatomidae',)","('Pompilidae',)","('Sparassidae',)","('Urticaceae',)","('Argidae',)","('Cicadellidae',)","('Viburnaceae',)","('Glaphyridae',)","('Cephidae',)","('Asphodelaceae',)","('Amelidae',)","('Cynipidae',)","('Pholcidae',)","('Stratiomyidae',)","('Tetragnathidae',)","('Anyphaenidae',)","('Caloscyphaceae',)","('Eresidae',)","('Discinaceae',)","('Dioscoreaceae',)","('Oecobiidae',)","('Oxalidaceae',)","('Platanaceae',)","('Pteridaceae',)","('Pyronemataceae',)","('Solanaceae',)","('Sicariidae',)","('Typhlopidae',)","('Zoropsidae',)","('Hexanchidae',)","('Oxyopidae',)","('Hydnangiaceae',)","('Oleaceae',)","('Helvellaceae',)","('Philodromidae',)","('Phalangiidae',)","('Smilacaceae',)","('Araliaceae',)","('Moraceae',)","('Meloidae',)","('Martyniaceae',)","('Locustellidae',)","('Porcellionidae',)","('Anthomyiidae',)","('Armadillidiidae',)","('Heleomyzidae',)","('Drosophilidae',)","('Bryaceae',)","('Bibionidae',)","('Gelechiidae',)","('Felidae',)","('Equisetaceae',)","('Fanniidae',)","('Armadillidae',)","('Orchesellidae',)","('Limacidae',)","('Lygaeidae',)","('Margarodidae',)","('Oligotomidae',)","('Philosciidae',)","('Pelobatidae',)","('Rhyparochromidae',)","('Sarcophagidae',)","('Targioniaceae',)","('Scytodidae',)","('Trachelipodidae',)","('Cydnidae',)","('Cercopidae',)","('Leporidae',)","('Geotrupidae',)","('Phyllodactylidae',)",Vegetation Count,Regional Fuel Content
2005-01-01,0.0,19.72569823254844,0.0004351138613856165,3.533083509676129,12.610000000000014,0.4900000000000091,7.319752931405617,0.38654065132141113,0.3838416039943695,0.3866730953292652,2.454472501101364,0.1044514690466654,0.8565954172327586,112.10588235294118,0,0,0,0,0,0,104.6156862745098,209.05882352941177,236.1764705882353,1,0,0,0,0,0,0,0,11.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2496.302749117685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012244897959183673,3.8244347959823486
2005-02-01,0.0,20.880940556537553,0.0008612871056357108,4.368695148682232,12.910000000000025,-8.509999999999991,4.989527436935987,0.40250280499458313,0.397601455450058,0.40921466630688524,2.421721066476659,0.16690456657768088,1.132074337870362,112.10588235294118,0,0,0,0,0,0,104.6156862745098,209.05882352941177,236.1764705882353,1,0,0,0,0,0,0,0,11.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2496.302749117685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012244897959183673,3.8244347959823486
2005-03-01,0.0,31.25441074371338,-1.3423914424492978e-05,3.400781313134436,24.190000000000055,2.8700000000000045,15.200551679366583,0.39951616525650024,0.39472395181655884,0.3953121820271103,2.529931687174405,0.4207112550499849,1.1062257613903097,112.10588235294118,0,0,0,0,0,0,104.6156862745098,209.05882352941177,236.1764705882353,1,0,0,0,0,0,0,0,11.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2496.302749117685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012244897959183673,3.8244347959823486
2005-04-01,0.0,13.65363597869873,0.0,1.1193280996543018,29.430000000000007,9.150000000000034,18.25994959713944,0.3717205822467804,0.3597800135612488,0.3675394746342655,2.8198093671084945,1.1558188390390831,1.782731471822113,112.10588235294118,0,0,0,0,0,0,104.6156862745098,209.05882352941177,236.1764705882353,1,0,0,0,0,0,0,0,11.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2496.302749117685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012244897959183673,3.8244347959823486
2005-05-01,0.0,20.161171913457565,0.0,3.738042480414561,32.29000000000002,20.590000000000032,25.941427657832094,0.3095979392528534,0.2804352343082428,0.3062090389812325,2.933258335280008,0.7126886631669972,1.268417929162304,112.10588235294118,0,0,0,0,0,0,104.6156862745098,209.05882352941177,236.1764705882353,1,0,0,0,0,0,0,0,11.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2496.302749117685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012244897959183673,3.8244347959823486
2005-06-01,0.0,33.697816729443275,0.0,2.9647190159416796,38.53000000000003,22.99000000000001,29.1114246263254,0.2873251438140869,0.26420190930366516,0.28513016345560294,1.8888196461150215,0.5229515054213123,0.9366749929902732,112.10588235294118,0,0,0,0,0,0,104.6156862745098,209.05882352941177,236.1764705882353,1,0,0,0,0,0,0,0,11.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2496.302749117685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012244897959183673,3.8244347959823486
2005-07-01,0.0,14.641392230942074,0.0,1.1253992495058744,41.97000000000003,27.090000000000032,35.00310672994402,0.20941556990146637,0.19928337633609772,0.2085814530992578,2.205756137312809,0.03778473499800413,0.9975321916670397,112.10588235294118,0,0,0,0,0,0,104.6156862745098,209.05882352941177,236.1764705882353,1,0,0,0,0,0,0,0,11.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2496.302749117685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012244897959183673,3.8244347959823486
2005-08-01,0.0,11.67612265948037,0.0,0.39415716415305385,41.93000000000001,27.670000000000016,34.35546581175009,0.19567230343818665,0.18259336054325104,0.19319692590051657,2.3140782093090184,0.8507375783633793,1.4494326464124025,112.10588235294118,0,0,0,0,0,0,104.6156862745098,209.05882352941177,236.1764705882353,1,0,0,0,0,0,0,0,11.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2496.302749117685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012244897959183673,3.8244347959823486
2005-09-01,0.0,23.546084761619568,1.423524054189329e-05,2.4885719134919375,36.01000000000005,20.150000000000034,27.69323328935161,0.2532259523868561,0.23872263729572296,0.25037172502165833,1.90955157498203,0.4084541847571396,0.8905260120429629,112.10588235294118,0,0,0,0,0,0,104.6156862745098,209.05882352941177,236.1764705882353,1,0,0,0,0,0,0,0,11.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2496.302749117685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012244897959183673,3.8244347959823486
2005-10-01,0.0,9.150758385658264,0.0,0.8727896067654858,26.610000000000014,16.230000000000018,19.767915190867257,0.27021998167037964,0.25206971168518066,0.26915534890064563,2.4134463481394746,1.0001878658382317,1.4660311360847311,112.10588235294118,0,0,0,0,0,0,104.6156862745098,209.05882352941177,236.1764705882353,1,0,0,0,0,0,0,0,11.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2496.302749117685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012244897959183673,3.8244347959823486
